file,model,topo,load,scenario,t1_bytes,t1_kb,t2_bytes,t2_kb,avg_fct,flow_count,skipped_lines
fct_topo1_mine_load0.8_incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100_t1102400_t21024000.txt,mine,1,0.8,incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100,102400,100.0,1024000,1000.0,3808399.752008489,6597,0
fct_topo1_mine_load0.8_incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100_t1102400_t21280000.txt,mine,1,0.8,incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100,102400,100.0,1280000,1250.0,3790393.35152342,6597,0
fct_topo1_mine_load0.8_incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100_t1102400_t21536000.txt,mine,1,0.8,incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100,102400,100.0,1536000,1500.0,3790814.4683947247,6597,0
fct_topo1_mine_load0.8_incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100_t1102400_t2512000.txt,mine,1,0.8,incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100,102400,100.0,512000,500.0,3787835.042443535,6597,0
fct_topo1_mine_load0.8_incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100_t1102400_t2768000.txt,mine,1,0.8,incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100,102400,100.0,768000,750.0,3778354.8572078217,6597,0
fct_topo1_mine_load0.9_incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100_t1102400_t21024000.txt,mine,1,0.9,incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100,102400,100.0,1024000,1000.0,3915759.4169029295,7407,0
fct_topo1_mine_load0.9_incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100_t1102400_t21280000.txt,mine,1,0.9,incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100,102400,100.0,1280000,1250.0,3944451.6473606047,7407,0
fct_topo1_mine_load0.9_incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100_t1102400_t21536000.txt,mine,1,0.9,incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100,102400,100.0,1536000,1500.0,3926008.3346834076,7407,0
fct_topo1_mine_load0.9_incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100_t1102400_t2512000.txt,mine,1,0.9,incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100,102400,100.0,512000,500.0,3937865.923585797,7407,0
fct_topo1_mine_load0.9_incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100_t1102400_t2768000.txt,mine,1,0.9,incast_dataset1_multi_t10_10_8_einN50Th0.7K3W100,102400,100.0,768000,750.0,3937295.417307952,7407,0
